Document,Phrase,CardVal,RefinedWord,RefinedVal,ManRefWord,ManRefVal
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,widespread,0.24299192,great,0.52951527,deposits,0.46310315
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,brain,0.2747014,cardiac,0.5094165,cardiac,0.5094165
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,areas,0.32283562,deposits,0.49041492,deposits,0.49041492
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,brain-areas,0.31628957,single-ventricle,0.44923478,single-ventricle,0.44923478
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,organizing,0.37261796,of,0.42484042,pulmonary,0.39701754
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,brain,0.2747014,cardiac,0.5094165,cardiac,0.5094165
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,processes,0.23021427,of,0.4836276,deposits,0.42042395
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,brain-processes,0.27197593,great,0.4065013,single-ventricle,0.38851926
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,phase,0.19908471,of,0.4318388,flow,0.38942474
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,angles,0.21105093,isomerism,0.4697792,isomerism,0.4697792
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,underlying,0.32773498,of,0.5517533,arrythmia,0.47153074
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,phase-angles,0.19307329,anomalous,0.4818861,anomalous,0.4818861
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,track,0.40586048,return,0.49282968,cardiac,0.41771996
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,respiratory,0.38983548,pulmonary,0.55479974,pulmonary,0.55479974
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,inputs,0.255673,contractions,0.4137666,contractions,0.4137666
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,two,0.27358675,single,0.605739,l-transposition,0.37929946
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,rhythmic,0.33092952,contractions,0.6351472,contractions,0.6351472
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,systems,0.2822709,of,0.44318485,flow,0.3656453
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,volitionally,0.24988826,contractions,0.55874634,contractions,0.55874634
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,controlled,0.27810073,interrupted,0.47225165,fibrillation,0.3495557
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,change,0.3422248,of,0.5410254,flow,0.4111107
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,volitionally-controlled,0.19615626,of,0.47202307,heartbeat,0.44688034
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,simple,0.2050616,single,0.48191768,anomalous,0.4230147
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,gas,0.19828166,flow,0.50715446,flow,0.50715446
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,exchange,0.23966244,anomalous,0.4229427,anomalous,0.4229427
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,gas-exchange,0.19160177,pulmonary-venous,0.52715313,pulmonary-venous,0.52715313
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,recurrent,0.2713791,insufficiency,0.52224016,thrombosis,0.51575255
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,temporal,0.2527347,right,0.5001071,l-transposition,0.44301236
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,frame,0.23715737,interrupted,0.42915684,l-transposition,0.33003348
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,neither,0.17711422,of,0.49509227,l-transposition,0.3185464
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,cardiac,0.66620034,cardiac,1.0,cardiac,1.0
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,fluctuations,0.26904,of,0.46820867,heartbeat,0.46759564
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,different,0.24309576,of,0.61590904,anomalous,0.37924677
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,neurophysiological,0.30281103,blood-flow,0.40183297,blood-flow,0.40183297
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,systems,0.2822709,of,0.44318485,flow,0.3656453
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,regularized,0.31327677,irregular,0.4842402,heartbeat,0.44828436
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,phase,0.19908471,of,0.4318388,flow,0.38942474
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,pattern,0.22120216,irregular,0.5954343,flow,0.4913214
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,phase-pattern,0.18662572,irregular,0.48804358,septal-defect,0.48010355
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,controlled,0.27810073,interrupted,0.47225165,fibrillation,0.3495557
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,slow,0.29085433,irregular,0.5029593,contractions,0.453841
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,breathing,0.3337534,heartbeat,0.53096074,heartbeat,0.53096074
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,slow-breathing,0.2686894,heartbeat,0.56451106,heartbeat,0.56451106
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,regulate,0.21459617,of,0.4263422,anomalous,0.30279744
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,mental,0.44960287,congestive,0.4608202,congestive,0.4608202
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,processes,0.23021427,of,0.4836276,deposits,0.42042395
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,magnetoencephalography,0.34753484,heartbeat,0.44682506,heartbeat,0.44682506
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,study,0.327359,of,0.5728763,congestive-heart-failure,0.35066938
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,demonstrates,0.2093551,of,0.5866501,anomalous,0.37929255
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,consistent,0.2467189,with,0.5777458,anomalous,0.45292395
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,phase,0.19908471,of,0.4318388,flow,0.38942474
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,adjustment,0.32302567,failure,0.4557625,chd,0.44507587
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,phase-adjustment,0.28097692,venous-return,0.5393249,venous-return,0.5393249
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,cortical,0.20930958,of,0.44888413,hypoplastic-left,0.43812016
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,phase,0.19908471,of,0.4318388,flow,0.38942474
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,cortical-phase,0.20295513,plaque-deposits,0.40728214,plaque-deposits,0.40728214
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,slow,0.29085433,irregular,0.5029593,contractions,0.453841
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,inspiratory,0.2748378,pulmonary,0.4931335,pulmonary,0.4931335
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,inputs,0.255673,contractions,0.4137666,contractions,0.4137666
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,could,0.24107237,of,0.59299076,anomalous,0.37354472
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,reorganize,0.283013,return,0.4050129,anomalous,0.2835914
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,respiratory,0.38983548,pulmonary,0.55479974,pulmonary,0.55479974
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,measurements,0.27821797,blood-flow,0.45775104,blood-flow,0.45775104
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,slow,0.29085433,irregular,0.5029593,contractions,0.453841
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,breathing,0.3337534,heartbeat,0.53096074,heartbeat,0.53096074
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,slow-breathing,0.2686894,heartbeat,0.56451106,heartbeat,0.56451106
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,brain,0.2747014,cardiac,0.5094165,cardiac,0.5094165
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,rhythms,0.38085815,heartbeat,0.5610515,heartbeat,0.5610515
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,brain-rhythms,0.35691935,heartbeat,0.544764,heartbeat,0.544764
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,noteworthy,0.27808547,great,0.5588658,anomaly,0.339082
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,breathing,0.3337534,heartbeat,0.53096074,heartbeat,0.53096074
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,paced,0.5078748,beats,0.73981297,beats,0.73981297
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,relative,0.20736288,of,0.6192827,mi,0.3804497
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,modulation,0.25770372,of,0.5526526,contractions,0.42109224
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,effects,0.19496669,of,0.53851616,contractions,0.39115262
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,inspiration,0.36189184,heartbeat,0.50958174,heartbeat,0.50958174
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,stage,0.19545637,with,0.46458423,rai,0.38722774
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,effects,0.19496669,of,0.53851616,contractions,0.39115262
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,became,0.37405798,with,0.5028454,tachycardia,0.3809393
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,structured,0.34557483,of,0.4458495,anomalous,0.35982317
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,pattern,0.22120216,irregular,0.5954343,flow,0.4913214
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,simultaneous,0.16135281,of,0.5856672,anomalous,0.45917454
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,magnetoencephalography,0.34753484,heartbeat,0.44682506,heartbeat,0.44682506
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,mental,0.44960287,congestive,0.4608202,congestive,0.4608202
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,regulation,0.29056856,of,0.5171884,l-transposition,0.37633666
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,slow,0.29085433,irregular,0.5029593,contractions,0.453841
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,train,0.39593512,contractions,0.4625386,contractions,0.4625386
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,slow,0.29085433,irregular,0.5029593,contractions,0.453841
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,relative,0.20736288,of,0.6192827,mi,0.3804497
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,volitional,0.2720839,contractions,0.5696139,contractions,0.5696139
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,control,0.26906762,with,0.5145365,mi,0.4093958
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,volitional-control,0.24720457,venous-return,0.50693476,venous-return,0.50693476
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,subject,0.33580956,of,0.55199313,anomaly,0.39822626
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,level,0.2892119,of,0.54773176,cholesterol,0.39509016
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,subject-level,0.26971275,venous-return,0.42624772,venous-return,0.42624772
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,structured,0.34557483,of,0.4458495,anomalous,0.35982317
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,manner,0.18540666,with,0.42496896,contractions,0.388913
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,specifically,0.26984817,of,0.59676015,mi,0.3534019
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,locked,0.23567647,stiff,0.48493698,l-transposition,0.37050438
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,results,0.29712585,of,0.53157276,blood,0.36869162
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,reveal,0.2379476,of,0.4893222,anomalous,0.39520228
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,numerous,0.31449497,great,0.52944255,deposits,0.44640934
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,cognitive,0.33717254,heart-failure,0.42926842,heart-failure,0.42926842
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,information,0.36363098,of,0.47314215,mi,0.39006084
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,coding,0.28664,of,0.4699971,l-transposition,0.40437752
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,information-coding,0.3302455,l-transposition,0.44412056,l-transposition,0.44412056
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,indicating,0.18618478,of,0.63023484,l-transposition,0.38276994
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,unique,0.20165175,of,0.5631099,anomalous,0.44501823
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,external,0.29746136,of,0.4755252,anomalous,0.3880807
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,influences,0.2264357,of,0.5758742,anomalous,0.40226215
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,emotional,0.3916288,incompetence,0.42176452,arrythmia,0.40747583
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,functions,0.22935191,of,0.5148778,l-transposition,0.37660414
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,commonly,0.22061068,as,0.5649959,anomaly,0.38373345
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,associated,0.20417106,with,0.60998726,congenital,0.4144575
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,commonly-associated,0.20561957,of,0.5553712,congenital,0.43028674
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,normal,0.2807777,abnormal,0.75253373,hypoplastic,0.51033473
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,frequency,0.2575089,of,0.49752423,flow,0.40794802
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,phase,0.19908471,of,0.4318388,flow,0.38942474
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,breathing,0.3337534,heartbeat,0.53096074,heartbeat,0.53096074
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,rhythmic,0.33092952,contractions,0.6351472,contractions,0.6351472
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,integrated,0.3167261,of,0.46948645,single-ventricle,0.3645035
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,inputs,0.255673,contractions,0.4137666,contractions,0.4137666
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,slow,0.29085433,irregular,0.5029593,contractions,0.453841
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,adjustment,0.32302567,failure,0.4557625,chd,0.44507587
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,well,0.36427143,as,0.7685982,cardiac,0.4102829
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,used,0.23211285,as,0.56584436,flow,0.35934073
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,timing,0.3297861,of,0.5694113,heartbeat,0.4286309
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,suggest,0.18845408,of,0.5019331,anomalous,0.3196395
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,single,0.2571312,single,1.0,anomalous,0.40611145
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,revealing,0.27658927,of,0.6226121,anomalous,0.48853892
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,response,0.2306606,of,0.52661085,contractions,0.38512754
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,report,0.3478901,of,0.56646246,anomaly,0.43710455
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,relationship,0.21630949,of,0.4831799,anomalous,0.3835627
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,provides,0.22296365,of,0.5261056,flow,0.32656315
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,often,0.28905255,with,0.53610253,anomaly,0.426194
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,new,0.35708106,of,0.526482,congestive-heart-failure,0.3801417
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,middle,0.2588615,right,0.5402423,artery,0.5249288
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,low,0.33154353,with,0.5951388,flow,0.4108625
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,likely,0.34048563,of,0.55071557,congestive,0.42744756
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,hypothesized,0.21486883,of,0.5337665,anomalous,0.37173486
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,however,0.30646515,of,0.624624,mi,0.41109186
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,given,0.43020725,with,0.60330975,cardiology,0.43020725
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,found,0.2675444,with,0.6275196,deposits,0.41920424
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,findings,0.33716512,of,0.51820576,anomaly,0.40461916
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,exhibited,0.12429051,with,0.5453967,plaque-deposits,0.32444406
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,essential,0.26315036,of,0.53323644,cardiac,0.32177997
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,complicated,0.3259474,insufficiency,0.557412,anomalous,0.48836467
Slow-paced inspiration regularizes alpha phase dynamics in the human brain.,based,0.2494699,of,0.5443143,flow,0.34116954
Implications for REDUCE IT in clinical practice.,inhibitors,0.26573044,as,0.38850647,congestive,0.32614616
Implications for REDUCE IT in clinical practice.,provides,0.22296365,of,0.5261056,flow,0.32656315
Implications for REDUCE IT in clinical practice.,additional,0.34573856,of,0.63162684,cardiac,0.39887685
Implications for REDUCE IT in clinical practice.,risk,0.30685735,chd,0.5779637,chd,0.5779637
Implications for REDUCE IT in clinical practice.,reduction,0.2207006,of,0.5608181,l-transposition,0.38269264
Implications for REDUCE IT in clinical practice.,risk-reduction,0.33166537,chd,0.4868799,chd,0.4868799
Implications for REDUCE IT in clinical practice.,triglyceride,0.26832727,cholesterol,0.8271723,cholesterol,0.8271723
Implications for REDUCE IT in clinical practice.,rich,0.21856433,deposits,0.47216946,deposits,0.47216946
Implications for REDUCE IT in clinical practice.,lipoproteins,0.24732636,cholesterol,0.7522421,cholesterol,0.7522421
Implications for REDUCE IT in clinical practice.,contribute,0.20002447,of,0.5196437,anomalous,0.32585382
Implications for REDUCE IT in clinical practice.,triglyceride-rich,0.26700047,cholesterol,0.75847816,cholesterol,0.75847816
Implications for REDUCE IT in clinical practice.,rich-lipoproteins,0.26328117,cholesterol,0.71565497,cholesterol,0.71565497
Implications for REDUCE IT in clinical practice.,triglyceride-rich-lipoproteins,0.26437896,cholesterol,0.782046,cholesterol,0.782046
Implications for REDUCE IT in clinical practice.,low,0.33154353,with,0.5951388,flow,0.4108625
Implications for REDUCE IT in clinical practice.,density,0.19445077,cholesterol,0.42927843,cholesterol,0.42927843
Implications for REDUCE IT in clinical practice.,lipoprotein,0.26318768,cholesterol,0.80184543,cholesterol,0.80184543
Implications for REDUCE IT in clinical practice.,cholesterol,0.2761673,cholesterol,0.99999994,cholesterol,0.99999994
Implications for REDUCE IT in clinical practice.,low-density,0.2138938,cholesterol,0.72914076,cholesterol,0.72914076
Implications for REDUCE IT in clinical practice.,density-lipoprotein,0.24035887,cholesterol,0.7826578,cholesterol,0.7826578
Implications for REDUCE IT in clinical practice.,lipoprotein-cholesterol,0.29643348,cholesterol,0.8591521,cholesterol,0.8591521
Implications for REDUCE IT in clinical practice.,low-density-lipoprotein,0.23075578,cholesterol,0.8098824,cholesterol,0.8098824
Implications for REDUCE IT in clinical practice.,density-lipoprotein-cholesterol,0.26042908,cholesterol,0.8576243,cholesterol,0.8576243
Implications for REDUCE IT in clinical practice.,type,0.18854949,of,0.48202556,aortic,0.35779506
Implications for REDUCE IT in clinical practice.,ii,0.26288998,of,0.43728137,mi,0.35983312
Implications for REDUCE IT in clinical practice.,diabetes,0.39895988,chd,0.5466827,chd,0.5466827
Implications for REDUCE IT in clinical practice.,mellitus,0.3682191,congestive,0.568745,congestive,0.568745
Implications for REDUCE IT in clinical practice.,type-ii,0.0890629,anomalous,0.36715376,anomalous,0.36715376
Implications for REDUCE IT in clinical practice.,ii-diabetes,0.3225427,congestive-heart-failure,0.4519463,congestive-heart-failure,0.4519463
Implications for REDUCE IT in clinical practice.,diabetes-mellitus,0.33340782,chd,0.5153306,chd,0.5153306
Implications for REDUCE IT in clinical practice.,type-ii-diabetes,0.24739861,congestive-heart-failure,0.4210819,congestive-heart-failure,0.4210819
Implications for REDUCE IT in clinical practice.,especially,0.33332112,of,0.63661283,deposits,0.41181225
Implications for REDUCE IT in clinical practice.,among,0.2573181,of,0.57348,chd,0.4274787
Implications for REDUCE IT in clinical practice.,high,0.28122714,of,0.57459104,flow,0.3923195
Implications for REDUCE IT in clinical practice.,risk,0.30685735,chd,0.5779637,chd,0.5779637
Implications for REDUCE IT in clinical practice.,high-risk,0.3763172,chd,0.5322769,chd,0.5322769
Implications for REDUCE IT in clinical practice.,substantial,0.27155346,great,0.64504546,anomalous,0.3652059
Implications for REDUCE IT in clinical practice.,residual,0.20644298,of,0.55126905,clot,0.49418566
Implications for REDUCE IT in clinical practice.,risk,0.30685735,chd,0.5779637,chd,0.5779637
Implications for REDUCE IT in clinical practice.,remains,0.35578477,intact,0.51469785,arrythmia,0.4135992
Implications for REDUCE IT in clinical practice.,kexin,0.22033545,cholesterol,0.46520597,cholesterol,0.46520597
Implications for REDUCE IT in clinical practice.,type,0.18854949,of,0.48202556,aortic,0.35779506
Implications for REDUCE IT in clinical practice.,xxx,0.3222348,dorv,0.4049663,dorv,0.4049663
Implications for REDUCE IT in clinical practice.,kexin-type,0.1941306,isolated,0.3996216,d-transposition,0.36559767
Implications for REDUCE IT in clinical practice.,markedly,0.23070404,with,0.5098928,contractions,0.37200773
Implications for REDUCE IT in clinical practice.,lower,0.26859394,with,0.5748005,venous,0.42565888
Implications for REDUCE IT in clinical practice.,risk,0.30685735,chd,0.5779637,chd,0.5779637
Implications for REDUCE IT in clinical practice.,markedly-lower,0.27736422,left,0.50069106,congestive-heart-failure,0.4384452
Implications for REDUCE IT in clinical practice.,lower-risk,0.324707,chd,0.5097139,chd,0.5097139
Implications for REDUCE IT in clinical practice.,proprotein,0.2754936,cholesterol,0.47934797,cholesterol,0.47934797
Implications for REDUCE IT in clinical practice.,convertase,0.23770048,cholesterol,0.41399473,cholesterol,0.41399473
Implications for REDUCE IT in clinical practice.,subtilisin,0.16084972,clot,0.33537138,clot,0.33537138
Implications for REDUCE IT in clinical practice.,proprotein-convertase,0.23267773,cholesterol,0.44781646,cholesterol,0.44781646
Implications for REDUCE IT in clinical practice.,guide,0.3664873,of,0.44661915,single-ventricle,0.3858803
Implications for REDUCE IT in clinical practice.,combination,0.21742424,with,0.59363616,l-transposition,0.35203728
Implications for REDUCE IT in clinical practice.,lipid,0.25036708,cholesterol,0.7013568,cholesterol,0.7013568
Implications for REDUCE IT in clinical practice.,established,0.29664493,of,0.60100454,l-transposition,0.35743332
Implications for REDUCE IT in clinical practice.,atherosclerotic,0.37899542,plaque,0.7153188,plaque,0.7153188
Implications for REDUCE IT in clinical practice.,cvd,0.31066263,chd,0.7323322,chd,0.7323322
Implications for REDUCE IT in clinical practice.,atherosclerotic-cvd,0.36572623,coronary-artery,0.6797462,coronary-artery,0.6797462
Implications for REDUCE IT in clinical practice.,high,0.28122714,of,0.57459104,flow,0.3923195
Implications for REDUCE IT in clinical practice.,risk,0.30685735,chd,0.5779637,chd,0.5779637
Implications for REDUCE IT in clinical practice.,patients,0.35241044,disease,0.5065658,heart-failure,0.5065651
Implications for REDUCE IT in clinical practice.,high-risk,0.3763172,chd,0.5322769,chd,0.5322769
Implications for REDUCE IT in clinical practice.,risk-patients,0.37887704,heart-failure,0.57082677,heart-failure,0.57082677
Implications for REDUCE IT in clinical practice.,high-risk-patients,0.37083387,heart-failure,0.5414254,heart-failure,0.5414254
Implications for REDUCE IT in clinical practice.,high,0.28122714,of,0.57459104,flow,0.3923195
Implications for REDUCE IT in clinical practice.,ascvd,0.4187932,chd,0.76672643,chd,0.76672643
Implications for REDUCE IT in clinical practice.,risk,0.30685735,chd,0.5779637,chd,0.5779637
Implications for REDUCE IT in clinical practice.,ascvd-risk,0.35199925,chd,0.71700764,chd,0.71700764
Implications for REDUCE IT in clinical practice.,residual,0.20644298,of,0.55126905,clot,0.49418566
Implications for REDUCE IT in clinical practice.,risk,0.30685735,chd,0.5779637,chd,0.5779637
Implications for REDUCE IT in clinical practice.,statin,0.46838567,cholesterol,0.59401083,cholesterol,0.59401083
Implications for REDUCE IT in clinical practice.,treatment,0.30650938,of,0.52012336,congestive,0.36983645
Implications for REDUCE IT in clinical practice.,statin-treatment,0.31271905,heart-failure,0.54246676,heart-failure,0.54246676
Implications for REDUCE IT in clinical practice.,secondary,0.296139,failure,0.5610231,congenital,0.42706454
Implications for REDUCE IT in clinical practice.,prevention,0.37483034,thrombosis,0.45537552,thrombosis,0.45537552
Implications for REDUCE IT in clinical practice.,secondary-prevention,0.39585328,congestive-heart-failure,0.473358,congestive-heart-failure,0.473358
Implications for REDUCE IT in clinical practice.,rights,0.3649758,incompetence,0.45336646,d-transposition,0.40694764
Implications for REDUCE IT in clinical practice.,reserved,0.3726897,with,0.5282947,hypoplastic,0.4747696
Implications for REDUCE IT in clinical practice.,icosapent,0.285451,cholesterol,0.53366494,cholesterol,0.53366494
Implications for REDUCE IT in clinical practice.,ethyl,0.22367015,isolated,0.33998215,isomerism,0.31112924
Implications for REDUCE IT in clinical practice.,icosapent-ethyl,0.23271978,cholesterol,0.46110815,cholesterol,0.46110815
Implications for REDUCE IT in clinical practice.,elevated,0.30277047,abnormal,0.59151924,blood,0.4319806
Implications for REDUCE IT in clinical practice.,triglycerides,0.27892497,cholesterol,0.8155755,cholesterol,0.8155755
Implications for REDUCE IT in clinical practice.,decision,0.46018064,cardiology,0.46018064,cardiology,0.46018064
Implications for REDUCE IT in clinical practice.,pathway,0.2320853,defect,0.42863637,l-transposition,0.37392026
Implications for REDUCE IT in clinical practice.,decision-pathway,0.3011521,venous-return,0.41803974,venous-return,0.41803974
Implications for REDUCE IT in clinical practice.,current,0.39557698,of,0.4991414,flow,0.39574015
Implications for REDUCE IT in clinical practice.,guidelines,0.52468073,cardiology,0.52468073,cardiology,0.52468073
Implications for REDUCE IT in clinical practice.,ascvd,0.4187932,chd,0.76672643,chd,0.76672643
Implications for REDUCE IT in clinical practice.,events,0.3918235,of,0.4981169,mi,0.49371853
Implications for REDUCE IT in clinical practice.,statin,0.46838567,cholesterol,0.59401083,cholesterol,0.59401083
Implications for REDUCE IT in clinical practice.,therapy,0.40366784,failure,0.48316255,congestive,0.43509448
Implications for REDUCE IT in clinical practice.,statin-therapy,0.39785022,heart-failure,0.5481496,heart-failure,0.5481496
Implications for REDUCE IT in clinical practice.,lowering,0.3031208,cholesterol,0.55465686,cholesterol,0.55465686
Implications for REDUCE IT in clinical practice.,therapy,0.40366784,failure,0.48316255,congestive,0.43509448
Implications for REDUCE IT in clinical practice.,reduction,0.2207006,of,0.5608181,l-transposition,0.38269264
Implications for REDUCE IT in clinical practice.,patients,0.35241044,disease,0.5065658,heart-failure,0.5065651
Implications for REDUCE IT in clinical practice.,ascvd,0.4187932,chd,0.76672643,chd,0.76672643
Implications for REDUCE IT in clinical practice.,therapy,0.40366784,failure,0.48316255,congestive,0.43509448
