Document,Phrase,MLVal,RefinedWord,RefinedVal,ManRefWord,ManRefVal
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",two,0.35955608,one,0.79919666,clustering,0.43817294
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",compounds,0.29263198,components,0.5131814,dimensionality-reduction,0.39397755
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",present,0.39618495,of,0.63723874,generative,0.48216146
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",work,0.42713583,support,0.5373766,learning-function,0.5011815
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",present-work,0.47764665,style,0.5799788,artificial-intelligence,0.5701526
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",limited,0.33893847,of,0.6210327,long-short-term,0.4736513
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",due,0.21681537,of,0.5734476,confusion-matrix,0.40250766
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",like,0.32318482,of,0.5448733,relu,0.44626954
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",death,0.21479979,of,0.42234862,dropout,0.37818787
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",led,0.28597406,of,0.6366651,boosting,0.411306
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",us,0.36534783,decision,0.49831933,segmentation,0.39571765
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",inflammatory,0.19824001,cascade,0.43951106,generative-model,0.38795525
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",infiltrates,0.24492311,recurrent,0.42701834,confusion-matrix,0.3531012
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",induce,0.22574255,boosting,0.40946308,boosting,0.40946308
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",apoptosis,0.22776133,cascade,0.46111506,feed-forward,0.37718636
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",induce-apoptosis,0.30253816,cascade,0.46402347,feed-forward,0.43669513
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",endemic,0.2917105,forest,0.5462816,random-forest,0.50315607
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",areas,0.3090546,forest,0.4990691,ground-truth,0.40763968
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",endemic-areas,0.35071605,forest,0.57237697,random-forest,0.52715194
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",eliminate,0.32978988,hidden,0.5348174,feature-reduction,0.47195923
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",parasitemia,0.20866083,naive,0.37580773,batch-normalization,0.33162525
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",diminished,0.2149298,reduction,0.48049104,bagging,0.41987002
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",parasitemia,0.20866083,naive,0.37580773,batch-normalization,0.33162525
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",chronic,0.22727785,recurrent,0.5279353,long-short-term,0.4292153
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",phase,0.23814097,hidden-layer,0.45645207,hidden-layer,0.45645207
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",chronic-phase,0.28850454,naive,0.4678502,short-term-memory,0.4239459
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",chemotherapy,0.29346144,recurrent,0.43819082,boosting,0.36939314
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",relies,0.45707843,of,0.5722904,stochastic,0.5493108
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",chagas,0.31366038,pytorch,0.3762825,pytorch,0.3762825
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",disease,0.296938,recurrent,0.4731025,classification,0.35271814
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",avoid,0.30152878,hidden,0.53045076,overfitting,0.52457714
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",seroconversion,0.27852398,boosting,0.4672656,boosting,0.4672656
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",acute,0.21222305,short-term,0.51624244,long-short-term,0.3867746
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",phase,0.23814097,hidden-layer,0.45645207,hidden-layer,0.45645207
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",acute-phase,0.21243435,normalization,0.39054164,component-analysis,0.35816562
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",treated,0.19958335,of,0.5218221,long-short-term,0.35705733
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",mice,0.24457785,naive,0.4783403,short-term-memory,0.38200378
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",treated-mice,0.17886013,naive,0.46874863,logistic-regression,0.3702259
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",xxx,0.118691005,confusion-matrix,0.29613543,confusion-matrix,0.29613543
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",macrophages,0.20754936,naive,0.47024828,short-term-memory,0.3296041
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",candidate,0.35861892,encoding,0.51264024,feature-selection,0.4453258
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",drug,0.31867066,of,0.44600964,confusion-matrix,0.3956731
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",candidate-drug,0.43431538,bayesian-network,0.45063326,bayesian-network,0.45063326
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",trypanosoma,0.27160162,random-forest,0.36912715,random-forest,0.36912715
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",cruzi,0.25767118,pytorch,0.34306636,pytorch,0.34306636
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",trypanosoma-cruzi,0.32827088,random-forest,0.38619387,random-forest,0.38619387
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",taken,0.31208742,data,0.5517592,supervised,0.41763523
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",together,0.37164533,data,0.5860126,principal-components,0.4491613
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",taken-together,0.4277146,of,0.53769875,generative,0.5296056
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",oxidant,0.19247721,cascade,0.4706978,feature-reduction,0.4088564
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",non,0.2869836,of,0.5523051,generative,0.4181043
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",also,0.32850838,of,0.65908813,clustering,0.45826355
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",able,0.41518557,fully,0.6125249,bagging,0.45371854
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",activated,0.22293405,cascade,0.52779776,boosting,0.39110917
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",cells,0.20327199,naive,0.5115537,generative,0.40616876
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",activated-cells,0.23198052,naive,0.46437567,stochastic-gradient,0.4301158
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",drugs,0.30897486,of,0.42460242,classifiers,0.33720028
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",memantine,0.3145209,memory,0.44772062,learning-function,0.41914505
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",results,0.32376552,data,0.6932311,batch-normalization,0.44826904
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",effects,0.2624804,short-term,0.63497096,long-short-term,0.5306107
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",disease,0.296938,recurrent,0.4731025,classification,0.35271814
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",drug,0.31867066,of,0.44600964,confusion-matrix,0.3956731
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",treated,0.19958335,of,0.5218221,long-short-term,0.35705733
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",together,0.37164533,data,0.5860126,principal-components,0.4491613
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",non,0.2869836,of,0.5523051,generative,0.4181043
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",macrophages,0.20754936,naive,0.47024828,short-term-memory,0.3296041
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",cruzi,0.25767118,pytorch,0.34306636,pytorch,0.34306636
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",activated,0.22293405,cascade,0.52779776,boosting,0.39110917
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",able,0.41518557,fully,0.6125249,bagging,0.45371854
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",vivo,0.31561637,of,0.48691544,generative-model,0.4255858
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",used,0.46049535,of,0.5630944,generative-model,0.4901716
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",use,0.43753043,of,0.5506158,feature-reduction,0.49910897
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",treatment,0.239264,short-term,0.5206091,long-short-term,0.41699445
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",time,0.31186903,long,0.57547164,batch-normalization,0.47628766
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",showed,0.20766163,of,0.5296177,regression,0.37027335
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",reduce,0.314935,reduction,0.63468504,boosting,0.4613787
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",proposed,0.55786884,classification-algorithm,0.6311488,classification-algorithm,0.6311488
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",propose,0.5486929,convolutional,0.57577854,convolutional,0.57577854
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",pro,0.2456424,data,0.39269125,computer-vision,0.33552143
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",presently,0.37623656,fully,0.55780846,bagging,0.46902514
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",nifurtimox,0.20299008,pytorch,0.31478232,pytorch,0.31478232
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",mammals,0.2980944,of,0.46694326,generative,0.43947917
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",majority,0.29875737,few,0.59443223,clustering,0.40575084
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",lps,0.222569,naive,0.38258457,nlp,0.31730148
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",investigated,0.30147675,of,0.6179704,generative-model,0.42952073
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",infection,0.22309746,recurrent,0.4494667,boosting,0.3635876
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",however,0.31437585,few,0.63182676,statistical,0.44065386
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",finally,0.426572,of,0.64012104,generative,0.48128563
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",fact,0.34625313,of,0.6460043,generative,0.49380827
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",entry,0.22865202,tracking,0.4080185,clustering,0.37071088
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",diminish,0.23644793,reduction,0.492767,boosting,0.44610262
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",diagnosed,0.29304254,recurrent,0.56110895,classification,0.43035528
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",caused,0.14436965,of,0.53973085,long-short-term,0.3204536
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",cases,0.31566036,recurrent,0.52791375,classification,0.4471408
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",benznidazole,0.22181757,naive,0.34804404,pytorch,0.30252564
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",balb,0.17646977,naive,0.4226891,feature-selection,0.31157422
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",americas,0.3200832,federated,0.55974674,random-forest,0.4703853
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",alzheimer,0.2948662,memory,0.47752225,semantic,0.47042826
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",addition,0.30500388,of,0.6910241,feature-reduction,0.48914018
"The effect of memantine, an antagonist of the NMDA glutamate receptor, in in vitro and in vivo infections by Trypanosoma cruzi.",activate,0.24475634,cascade,0.56470346,feed-forward,0.45859116
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,oa,0.1941249,principal-components,0.3359616,principal-components,0.3359616
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,groups,0.2727722,statistical,0.4438421,statistical,0.4438421
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,received,0.24654314,one,0.48884487,supervised,0.36404985
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,three,0.36911732,one,0.78425425,clustering,0.4299444
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,different,0.37681934,of,0.61590904,clustering,0.46857932
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,doses,0.1979529,of,0.43779314,boosting,0.42837995
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,oa-groups,0.228656,principal-components,0.45098612,principal-components,0.45098612
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,three-different,0.4282337,convolutional-layer,0.5688442,convolutional-layer,0.5688442
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,different-doses,0.28510445,short-term,0.48818493,dimensionality-reduction,0.47458357
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,traditional,0.49153316,style,0.54303825,dimensionality-reduction,0.5295658
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,chinese,0.30536085,descent,0.43883425,natural-language,0.37194043
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,drug,0.31867066,of,0.44600964,confusion-matrix,0.3956731
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,usually,0.3236929,few,0.6587015,confusion-matrix,0.46715134
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,used,0.46049535,of,0.5630944,generative-model,0.4901716
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,chinese-drug,0.43227133,natural-language,0.5062152,natural-language,0.5062152
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,drug-usually,0.34206095,reinforcement-learning,0.5212501,reinforcement-learning,0.5212501
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,usually-used,0.47684133,dimensionality-reduction,0.5624513,dimensionality-reduction,0.5624513
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,examined,0.295101,of,0.66699874,generative,0.4320032
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,using,0.47332245,analysis,0.5968549,component-analysis,0.526608
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,recombinant,0.27811894,encoding,0.5492526,boosting,0.43946618
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,human,0.30336243,of,0.5175895,feature-engineering,0.40631005
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,il,0.17175047,monte,0.3419046,monte,0.3419046
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,examined-using,0.44385695,supervised,0.5225858,supervised,0.5225858
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,recombinant-human,0.31756264,vector,0.50917757,vector-machine,0.44663042
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,assessed,0.33986524,of,0.605934,component-analysis,0.41855076
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,using,0.47332245,analysis,0.5968549,component-analysis,0.526608
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,histopathological,0.320109,classification,0.4345668,classification,0.4345668
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,examinations,0.30714858,computer,0.4691918,computer-vision,0.46816713
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,histopathological-examinations,0.40444317,classification,0.50907785,classification,0.50907785
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,arthritic,0.22624357,naive,0.39563054,generative-model,0.34881705
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,potential,0.3558654,of,0.5645705,generative-model,0.46479023
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,remains,0.24202663,fully,0.5171005,bagging,0.35608193
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,unexplored,0.34693655,hidden,0.5300567,feature-engineering,0.47666925
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,signaling,0.29640946,cascade,0.70725644,feed-forward,0.5819744
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,pathways,0.30476987,cascade,0.6938149,feed-forward,0.5254793
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,signaling-pathways,0.33893383,cascade,0.69794536,feed-forward,0.5998782
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,treat,0.32386008,recurrent,0.48263934,generative-model,0.36353803
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,cardiovascular,0.31674606,short-term,0.442761,learning-function,0.4027721
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,diseases,0.31957155,recurrent,0.41244444,classification,0.40266854
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,cardiovascular-diseases,0.3900246,learning-function,0.41476324,learning-function,0.41476324
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,novel,0.4652171,feature-engineering,0.5132146,feature-engineering,0.5132146
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,therapeutic,0.3659354,of,0.48352462,boosting,0.41573292
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,strategy,0.47490904,feature-engineering,0.59725416,feature-engineering,0.59725416
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,novel-therapeutic,0.43810356,feature-engineering,0.4684654,feature-engineering,0.4684654
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,normal,0.22889833,function,0.57724285,batch-normalization,0.4663512
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,control,0.27050394,of,0.5093193,artificial-intelligence,0.40948874
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,group,0.26103544,of,0.44356787,statistical,0.3923795
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,normal-control,0.3262686,batch-normalization,0.49163336,batch-normalization,0.49163336
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,control-group,0.2875058,statistical,0.4468634,statistical,0.4468634
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,normal-control-group,0.31090784,batch-normalization,0.43850052,batch-normalization,0.43850052
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,chondrocyte,0.24607936,matrix,0.55121666,data-augmentation,0.40095326
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,apoptosis,0.22776133,cascade,0.46111506,feed-forward,0.37718636
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,observed,0.23725806,of,0.64367145,long-short-term,0.4519785
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,vivo,0.31561637,of,0.48691544,generative-model,0.4255858
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,results,0.32376552,data,0.6932311,batch-normalization,0.44826904
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,indicate,0.24175897,data,0.567966,long-short-term,0.36935285
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,vivo-results,0.32778013,data,0.45388204,short-term-memory,0.38289994
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,results-indicate,0.34559378,data,0.5741026,component-analysis,0.46714354
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,vivo,0.31561637,of,0.48691544,generative-model,0.4255858
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,chondroprotective,0.26208615,natural,0.4285906,feature-engineering,0.38899392
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,effects,0.2624804,short-term,0.63497096,long-short-term,0.5306107
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,inflammatory,0.19824001,cascade,0.43951106,generative-model,0.38795525
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,factor,0.23388772,component,0.48280093,principal-components,0.43733668
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,secretion,0.20700249,of,0.43475774,boosting,0.36509198
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,factor-secretion,0.23369408,cascade,0.44592065,feed-forward,0.42668998
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,primary,0.24268678,principal,0.5205563,long-short-term,0.38049072
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,rabbit,0.16680475,model,0.41564065,generative-model,0.30841333
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,chondrocytes,0.21896526,matrix,0.53694165,feature-engineering,0.3476789
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,oa,0.1941249,principal-components,0.3359616,principal-components,0.3359616
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,may,0.30907542,of,0.58654004,long-short-term,0.43985203
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,arthritic,0.22624357,naive,0.39563054,generative-model,0.34881705
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,effect,0.21449387,short-term,0.5886732,long-short-term,0.47619703
Chondroprotective and antiarthritic effects of Daphnetin used in vitro and in vivo osteoarthritis models.,rabbit,0.16680475,model,0.41564065,generative-model,0.30841333
