DateTime,Keyword,Title,URL,Abstract,Description,Details,ShortDetails,Resource,Type,Identifiers,Db,EntrezUID,Properties
011620-185740,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Precision Medicine and Artificial Intelligence: A Pilot Study on Deep Learning for Hypoglycemic Events Detection based on ECG.,/pubmed/31932608,"Tracking the fluctuations in blood glucose levels is important for healthy
subjects and crucial diabetic patients. Tight glucose monitoring reduces the risk
of hypoglycemia, which can result in a series of complications, especially in
diabetic patients, such as confusion, irritability, seizure and can even be fatal
in specific conditions. Hypoglycemia affects the electrophysiology of the heart. 
However, due to strong inter-subject heterogeneity, previous studies based on a
cohort of subjects failed to deploy electrocardiogram (ECG)-based hypoglycemic
detection systems reliably. The current study used personalised medicine approach
and Artificial Intelligence (AI) to automatically detect nocturnal hypoglycemia
using a few heartbeats of raw ECG signal recorded with non-invasive, wearable
devices, in healthy individuals, monitored 24 hours for 14 consecutive days.
Additionally, we present a visualisation method enabling clinicians to visualise 
which part of the ECG signal (e.g., T-wave, ST-interval) is significantly
associated with the hypoglycemic event in each subject, overcoming the
intelligibility problem of deep-learning methods. These results advance the
feasibility of a real-time, non-invasive hypoglycemia alarming system using short
excerpts of ECG signal.","Porumb M, Stranges S, Pescapè A, Pecchia L.",Scientific reports. doi: 10.1038/s41598-019-56927-5. Journal Article.,Scientific reports. 2020,PubMed,Journal Article,PMID:31932608,pubmed,31932608,create date: 2020/01/13 | first author: Porumb M
011620-185743,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Effect of Radiation Doses to the Heart on Survival for Stereotactic Ablative Radiotherapy for Early-stage Non-Small-cell Lung Cancer: An Artificial Neural Network Approach.,/pubmed/31932217,"INTRODUCTION: The cardiac radiation dose is an important predictor of cardiac
toxicity and overall survival (OS) for patients with locally advanced
non-small-cell lung cancer (NSCLC). However, radiation-induced cardiac toxicity
among patients with early-stage NSCLC who have undergone stereotactic ablative
radiotherapy (SABR) has been less well-characterized. Our objective was to assess
the associations between cardiac radiation dosimetry and OS in patients with
early-stage NSCLC undergoing SABR.
MATERIALS AND METHODS: From 2009 to 2014, 153 patients with early-stage NSCLC had
undergone SABR at a single institution. The maximum dose, mean dose, V10Gy,
V25Gy, and V50Gy to 15 cardiac substructures and the whole heart were analyzed
for their association with OS using the Kaplan-Meier method. An artificial neural
network (ANN) analysis was performed to modulate confounding behaviors of
dosimetric variables to predict for OS.
RESULTS: A total of 112 patients were included in the present analysis. The right
ventricle (RV) V10Gy most negatively predicted for OS, such that patients who had
received a RV V10Gy dose < 4% had significantly longer OS than patients who had
received a RV V10Gy does > 4% (5.3 years vs. 2.4 years). On ANN analysis, 74
input features, including cardiac dosimetry parameters, predicted for survival
with a test accuracy of 64.7%. A repeat ANN analysis using dosimetry to dose
neutral structure confirmed the predictive power of cardiac dosimetry.
CONCLUSION: Cardiac dosimetry to subvolumes of the heart was associated with
decreased OS in patients with early-stage NSCLC undergoing SABR. These data
support the importance of minimizing the radiation dose to cardiac substructures.
Further prioritizing the heart as an organ at risk might be warranted.
Additionally, cardiac follow-up should be considered.

Copyright © 2019 Elsevier Inc. All rights reserved.","Chan ST, Ruan D, Shaverdian N, Raghavan G, Cao M, Lee P.",Clinical lung cancer. pii: S1525-7304(19)30284-0. doi: 10.1016/j.cllc.2019.10.010. Journal Article.,Clinical lung cancer. 2019,PubMed,Journal Article,PMID:31932217,pubmed,31932217,create date: 2019/10/21 | first author: Chan ST
011620-185745,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Temporal and tissue-specific activation of aryl hydrocarbon receptor in discrete mouse models of kidney disease.,/pubmed/31932072,"Emerging evidence in animal models of chronic kidney disease (CKD) implicates
Aryl Hydrocarbon Receptor (AHR) signaling as a mediator of uremic toxicity.
However, details about its tissue-specific and time-dependent activation in
response to various renal pathologies remain poorly defined. Here, a
comprehensive analysis of AHR induction was conducted in response to discrete
models of kidney diseases using a transgenic mouse line expressing the AHR
responsive-promoter tethered to a β-galactosidase reporter gene. Following
validation using a canonical AHR ligand (a dioxin derivative), the transgenic
mice were subjected to adenine-induced and ischemia/reperfusion-induced injury
models representing CKD and acute kidney injury (AKI), respectively, in humans.
Indoxyl sulfate was artificially increased in mice through the drinking water and
by inhibiting its excretion into the urine. Adenine-fed mice showed a distinct
and significant increase in β-galactosidase in the proximal and distal renal
tubules, cardiac myocytes, hepatocytes, and microvasculature in the cerebral
cortex. The pattern of β-galactosidase increase coincided with the changes in
serum indoxyl sulfate levels. Machine-learning-based image quantification
revealed positive correlations between indoxyl sulfate levels and β-galactosidase
expression in various tissues. This pattern of β-galactosidase expression was
recapitulated in the indoxyl sulfate-specific model. The ischemia/reperfusion
injury model showed increase in β-galactosidase in renal tubules that persisted
despite reduction in serum indoxyl sulfate and blood urea nitrogen levels. Thus, 
our results demonstrate a relationship between AHR activation in various tissues 
of mice with CKD or AKI and the levels of indoxyl sulfate. This study
demonstrates the use of a reporter gene mouse to probe tissue-specific
manifestations of uremia in translationally relevant animal models and provide
hypothesis-generating insights into the mechanism of uremic toxicity that warrant
further investigation.

Published by Elsevier Inc.","Walker JA, Richards S, Belghasem ME, Arinze N, Yoo SB, Tashjian JY, Whelan SA, Lee N, Kolachalama VB, Francis J, Ravid K, Sherr D, Chitalia VC.",Kidney international. pii: S0085-2538(19)31037-3. doi: 10.1016/j.kint.2019.09.029. Journal Article.,Kidney international. 2019,PubMed,Journal Article,PMID:31932072,pubmed,31932072,create date: 2019/10/30 | first author: Walker JA
011620-185748,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Excess brain age in the sleep electroencephalogram predicts reduced life expectancy.,/pubmed/31932049,"The brain age index (BAI) measures the difference between an individual's
apparent ""brain age"" (BA; estimated by comparing EEG features during sleep from
an individual with age norms), and their chronological age (CA); that is BAI =
BA-CA. Here, we evaluate whether BAI predicts life expectancy. Brain age was
quantified using a previously published machine learning algorithm for a cohort
of participants ≥40 years old who underwent an overnight sleep
electroencephalogram (EEG) as part of the Sleep Heart Health Study (n = 4877).
Excess brain age (BAI >0) was associated with reduced life expectancy (adjusted
hazard ratio: 1.12, [1.03, 1.21], p = 0.002). Life expectancy decreased by -0.81 
[-1.44, -0.24] years per standard-deviation increase in BAI. Our findings show
that BAI, a sleep EEG-based biomarker of the deviation of sleep microstructure
from patterns normal for age, is an independent predictor of life expectancy.

Copyright © 2019 Elsevier Inc. All rights reserved.","Paixao L, Sikka P, Sun H, Jain A, Hogan J, Thomas R, Westover MB.",Neurobiology of aging. pii: S0197-4580(19)30443-9. doi: 10.1016/j.neurobiolaging.2019.12.015. Journal Article.,Neurobiology of aging. 2019,PubMed,Journal Article,PMID:31932049,pubmed,31932049,create date: 2019/12/23 | first author: Paixao L
011620-185750,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Gated recurrent unit-based heart sound analysis for heart failure screening.,/pubmed/31931811,"BACKGROUND: Heart failure (HF) is a type of cardiovascular disease caused by
abnormal cardiac structure and function. Early screening of HF has important
implication for treatment in a timely manner. Heart sound (HS) conveys relevant
information related to HF; this study is therefore based on the analysis of HS
signals. The objective is to develop an efficient tool to identify subjects of
normal, HF with preserved ejection fraction and HF with reduced ejection fraction
automatically.
METHODS: We proposed a novel HF screening framework based on gated recurrent unit
(GRU) model in this study. The logistic regression-based hidden semi-Markov model
was adopted to segment HS frames. Normalized frames were taken as the input of
the proposed model which can automatically learn the deep features and complete
the HF screening without de-nosing and hand-crafted feature extraction.
RESULTS: To evaluate the performance of proposed model, three methods are used
for comparison. The results show that the GRU model gives a satisfactory
performance with average accuracy of 98.82%, which is better than other
comparison models.
CONCLUSION: The proposed GRU model can learn features from HS directly, which
means it can be independent of expert knowledge. In addition, the good
performance demonstrates the effectiveness of HS analysis for HF early screening.","Gao S, Zheng Y, Guo X.",Biomedical engineering online. doi: 10.1186/s12938-020-0747-x. Journal Article.,Biomedical engineering online. 2020,PubMed,Journal Article,PMID:31931811,pubmed,31931811,create date: 2020/01/13 | first author: Gao S
011620-185752,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Data-driven multivariate population subgrouping via lipoprotein phenotypes versus apolipoprotein B in the risk assessment of coronary heart disease.,/pubmed/31931463,"BACKGROUND AND AIMS: Population subgrouping has been suggested as means to
improve coronary heart disease (CHD) risk assessment. We explored here how
unsupervised data-driven metabolic subgrouping, based on comprehensive
lipoprotein subclass data, would work in large-scale population cohorts.
METHODS: We applied a self-organizing map (SOM) artificial intelligence
methodology to define subgroups based on detailed lipoprotein profiles in a
population-based cohort (n = 5789) and utilised the trained SOM in an independent
cohort (n = 7607). We identified four SOM-based subgroups of individuals with
distinct lipoprotein profiles and CHD risk and compared those to univariate
subgrouping by apolipoprotein B quartiles.
RESULTS: The SOM-based subgroup with highest concentrations for non-HDL measures 
had the highest, and the subgroup with lowest concentrations, the lowest risk for
CHD. However, apolipoprotein B quartiles produced better resolution of risk than 
the SOM-based subgroups and also striking dose-response behaviour.
CONCLUSIONS: These results suggest that the majority of lipoprotein-mediated CHD 
risk is explained by apolipoprotein B-containing lipoprotein particles.
Therefore, even advanced multivariate subgrouping, with comprehensive data on
lipoprotein metabolism, may not advance CHD risk assessment.

Copyright © 2019 The Authors. Published by Elsevier B.V. All rights reserved.","Ohukainen P, Kuusisto S, Kettunen J, Perola M, Järvelin MR, Mäkinen VP, Ala-Korpela M.",Atherosclerosis. doi: 10.1016/j.atherosclerosis.2019.12.009. Journal Article.,Atherosclerosis. 2019,PubMed,Journal Article,PMID:31931463,pubmed,31931463,create date: 2019/12/13 | first author: Ohukainen P
011620-185754,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Pharmacological aspects of ANGPTL3 and ANGPTL4 inhibitors: new therapeutic approaches for the treatment of atherogenic dyslipidemia.,/pubmed/31931117,"Among the determinants of atherosclerotic cardiovascular disease (ASCVD), genetic
and experimental evidence has provided data on a major role of angiopoietin-like 
proteins 3 and 4 (ANGPTL3 and ANGPTL4) in regulating the activity of lipoprotein 
lipase (LPL), antagonizing the hydrolysis of triglycerides (TG). Indeed, beyond
low-density lipoprotein cholesterol (LDL-C), ASCVD risk is also dependent on a
cluster of metabolic abnormalities characterized by elevated fasting and
post-prandial levels of TG-rich lipoproteins and their remnants. In a
head-to-head comparison between murine models for ANGPTL3 and ANGPTL4, the former
was found to be a better pharmacological target for the treatment of
hypertriglyceridemia. In humans, loss-of-function mutations of ANGPTL3 are
associated with a marked reduction of plasma levels of VLDL, low-density
lipoprotein (LDL) and high-density lipoprotein (HDL). Carriers of
loss-of-function mutations of ANGPTL4 show instead lower TG-rich lipoproteins and
a modest but significant increase of HDL. The relevance of ANGPTL3 and ANGPTL4 as
new therapeutic targets is proven by the development of monoclonal antibodies or 
antisense oligonucleotides. Studies in animal models, including non-human
primates, have demonstrated that short-term treatment with monoclonal antibodies 
against ANGPTL3 and ANGPTL4 induces activation of LPL and a marked reduction of
plasma TG-rich-lipoproteins, apparently without any major side effects.
Inhibition of both targets also partially reduces LDL-C, independent of the LDL
receptor. Similar evidence has been observed with the antisense oligonucleotide
ANGPTL3-LRX. The genetic studies have paved the way for the development of new
ANGPTL3 and 4 antagonists for the treatment of atherogenic dyslipidemias.
Conclusive data of phase 2 and 3 clinical trials are still needed in order to
define their safety and efficacy profile.

Copyright © 2020. Published by Elsevier Ltd.","Ruscica M, Zimetti F, Adorni MP, Sirtori CR, Lupo MG, Ferri N.","Pharmacological research. doi: 10.1016/j.phrs.2020.104653. Journal Article, Review.",Pharmacological research. 2020,PubMed,"Journal Article, Review",PMID:31931117,pubmed,31931117,create date: 2020/01/10 | first author: Ruscica M
011620-185756,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Macrophages induce malignant traits in mammary epithelium via IKKε/TBK1 kinases and the serine biosynthesis pathway.,/pubmed/31930708,"During obesity, macrophages infiltrate the breast tissue leading to low-grade
chronic inflammation, a factor considered responsible for the higher risk of
breast cancer associated with obesity. Here, we formally demonstrate that breast 
epithelial cells acquire malignant properties when exposed to medium conditioned 
by macrophages derived from human healthy donors. These effects were mediated by 
the breast cancer oncogene IKKε and its downstream target-the serine biosynthesis
pathway as demonstrated by genetic or pharmacological tools. Furthermore,
amlexanox, an FDA-approved drug targeting IKKε and its homologue TBK1, delayed
in vivo tumour formation in a combined genetic mouse model of breast cancer and
high-fat diet-induced obesity/inflammation. Finally, in human breast cancer
tissues, we validated the link between inflammation-IKKε and alteration of
cellular metabolism. Altogether, we identified a pathway connecting
obesity-driven inflammation to breast cancer and a potential therapeutic strategy
to reduce the risk of breast cancer associated with obesity.

© 2020 The Authors. Published under the terms of the CC BY 4.0 license.","Wilcz-Villega E, Carter E, Ironside A, Xu R, Mataloni I, Holdsworth J, Jones W, Moreno Béjar R, Uhlik L, Bentham RB, Godinho SA, Dalli J, Grose R, Szabadkai G, Jones L, Hodivala-Dilke K, Bianchi K.",EMBO molecular medicine. doi: 10.15252/emmm.201910491. Journal Article.,EMBO molecular medicine. 2020,PubMed,Journal Article,PMID:31930708,pubmed,31930708,create date: 2020/01/13 | first author: Wilcz-Villega E
011620-185759,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Technology anxiety and resistance to change behavioral study of a wearable cardiac warming system using an extended TAM for older adults.,/pubmed/31929560,"With advances in technology, wireless and sensor technologies represent a method 
for continuously recording people's biomedical signals, which may enhance the
diagnosis and treatment of users' everyday health conditions. These technologies 
mostly target older adults. In this study, we examine a smart clothing system
targeting clinically high-risk patients, including older adults with
cardiovascular disease (31 outpatients) and older adults in general (81
participants), to obtain an understanding of the patients' perception of using
wearable healthcare technologies. Given that technology anxiety has been shown to
affect users' resistance to using new technology and that perceived ubiquity is
considered a characteristic of wearable devices and other mobile wireless
technologies, we included three external variables: i.e., technology anxiety,
perceived ubiquity, and resistance to change, in addition to the traditional
components of the technology acceptance model (TAM). The results of the
hypothesized model showed that among older adults in general, technology anxiety 
had a negative effect on the perceived ease of use and perceived ubiquity. The
perceived ubiquity construct affects both user groups' perceived ease of use and 
perceived usefulness of wearing smart clothes. Most relationships among the
original constructs of the TAM were validated in older adults in general.
Interestingly, we found that perceived usefulness had an indirect effect on
behavioral intention through attitude. These results further confirm the validity
of the extended TAM in determining older users' technology acceptance behavior.","Tsai TH, Lin WY, Chang YS, Chang PC, Lee MY.",PloS one. doi: 10.1371/journal.pone.0227270. Journal Article.,PloS one. 2020,PubMed,Journal Article,PMID:31929560,pubmed,31929560,create date: 2020/01/13 | first author: Tsai TH
011620-185801,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)",Evaluation of sex differences in dietary behaviours and their relationship with cardiovascular risk factors: a cross-sectional study of nationally representative surveys in seven low- and middle-income countries.,/pubmed/31928531,"BACKGROUND: Cardiovascular diseases (CVD) are the leading causes of death for men
and women in low-and-middle income countries (LMIC). The nutrition transition to 
diets high in salt, fat and sugar and low in fruit and vegetables, in parallel
with increasing prevalence of diet-related CVD risk factors in LMICs, identifies 
the need for urgent action to reverse this trend. To aid identification of the
most effective interventions it is crucial to understand whether there are sex
differences in dietary behaviours related to CVD risk.
METHODS: From a dataset of 46 nationally representative surveys, we included data
from seven countries that had recorded the same dietary behaviour measurements in
adults; Bhutan, Eswatini, Georgia, Guyana, Kenya, Nepal and St Vincent and the
Grenadines (2013-2017). Three dietary behaviours were investigated: positive salt
use behaviour (SUB), meeting fruit and vegetable (F&V) recommendations and use of
vegetable oil rather than animal fats in cooking. Generalized linear models were 
used to investigate the association between dietary behaviours and waist
circumference (WC) and undiagnosed and diagnosed hypertension and diabetes.
Interaction terms between sex and dietary behaviour were added to test for sex
differences.
RESULTS: Twenty-four thousand three hundred thirty-two participants were
included. More females than males reported positive SUB (31.3 vs. 27.2% p-value
< 0.001), yet less met F&V recommendations (13.2 vs. 14.8%, p-value< 0.05). The
prevalence of reporting all three dietary behaviours in a positive manner was
2.7%, varying by country, but not sex. Poor SUB was associated with a higher
prevalence of undiagnosed hypertension for females (13.1% vs. 9.9%,
p-value = 0.04), and a higher prevalence of undiagnosed diabetes for males (2.4% 
vs. 1.5%, p-value = 0.02). Meeting F&V recommendations was associated with a
higher prevalence of high WC (24.4% vs 22.6%, p-value = 0.01), but was not
associated with undiagnosed or diagnosed hypertension or diabetes.
CONCLUSION: Interventions to increase F&V intake and positive SUBs in the
included countries are urgently needed. Dietary behaviours were not notably
different between sexes. However, our findings were limited by the small
proportion of the population reporting positive dietary behaviours, and further
research is required to understand whether associations with CVD risk factors and
interactions by sex would change as the prevalence of positive behaviours
increases.","McKenzie BL, Santos JA, Geldsetzer P, Davies J, Manne-Goehler J, Gurung MS, Sturua L, Gathecha G, Aryal KK, Tsabedze L, Andall-Brereton G, Bärnighausen T, Atun R, Vollmer S, Woodward M, Jaacks LM, Webster J.",Nutrition journal. doi: 10.1186/s12937-019-0517-4. Journal Article.,Nutrition journal. 2020,PubMed,Journal Article,PMID:31928531,pubmed,31928531,create date: 2020/01/13 | first author: McKenzie BL
011620-185804,"(""machine learning"" OR ""deep learning"" OR ""artificial intelligence"" OR AI) AND (cardiology OR cardiovascular OR cardiac OR heart)","Effects of tibolone or continuous combined oestradiol and norethisterone acetate on lipids, HDL subfractions and apolipoproteins in post-menopausal women in a two-year, randomised, double-blind, placebo-controlled trial.",/pubmed/31925799,"OBJECTIVE: To compare the effects of 1) tibolone, 2) continuous combined
oestrogen plus progestogen and 3) placebo on plasma lipid and lipoprotein markers
of cardiovascular risk in healthy post-menopausal women.
STUDY DESIGN: randomised, single-centre, placebo-controlled, double-blind study
PATIENTS: 101 post-menopausal women were randomised (1:1:1) into one of three
groups taking daily 2.5mg tibolone, continuous oral oestradiol-17β 2mg plus
norethisterone acetate 1mg daily (E2 /NETA) or placebo.
MAIN OUTCOME MEASURES: Fasting serum lipid, lipoprotein and apolipoprotein
concentrations measured at baseline and after 6, 12 and 24 months of treatment.
RESULTS: Both tibolone and E2 /NETA lowered plasma total cholesterol
concentrations relative to placebo. With tibolone, high-density lipoprotein
cholesterol (HDL-C) was reduced (-27% at 24 months, p<0.001), the greatest effect
being in the cholesterol-enriched HDL2 subfraction (-40%, p<0.001). Tibolone's
effect on HDL concentrations was also apparent in the principal HDL protein
component, apolipoprotein AI (-29% at 24 months, p<0.001). However, there was no 
significant effect of tibolone on low-density or very-low-density lipoprotein
cholesterol (LDL-C and VLDL-C, respectively). By contrast, the greatest reduction
in cholesterol with E2 /NETA was in LDL-C (-22% at 24 months, p=0.008). E2 /NETA 
reduced HDL-C to a lesser extent than tibolone (-12% at 24 months, p<0.001).
Effects on HDL apolipoproteins were similarly diminished relative to tibolone. E2
/NETA had no effect on VLDL-C or on the protein component of LDL, apolipoprotein 
B.
CONCLUSION: Tibolone reduces serum HDL. E2 /NETA reduces LDL cholesterol but not 
apolipoprotein B, suggesting decreased cholesterol loading of LDL. Any impact
these changes may have on CVD risk needs further investigation.

© 2020 John Wiley & Sons Ltd.","Kotecha PT, Godsland IF, Crook D, Stevenson JC.",Clinical endocrinology. doi: 10.1111/cen.14155. Journal Article.,Clinical endocrinology. 2020,PubMed,Journal Article,PMID:31925799,pubmed,31925799,create date: 2020/01/11 | first author: Kotecha PT
